url	title	#	Name	Symbol	Market	Cap	Price	Circulating Supply	Volume (24h)	\% 1h	\% 24h	\% 7d
https://coinmarketcap.com/historical/20191201	30 November 2019	419	SwissBorg	CHSB	$4,518,217	$0.007847	575,821,133 CHSB *	$31,120	0.00%	-5.10%	13.63%
