url	title	row	#	Name	Symbol	Market	Cap	Price	Circulating Supply	Volume (24h)	\% 1h	\% 24h	\% 7d
https://coinmarketcap.com/historical/20191222	21 December 2019	352	SwissBorg	CHSB	$6,460,820	$0.009452	683,527,924 CHSB *	$40,696	0.27%	0.30%	20.65%	
