url	title	row	#	Name	Symbol	Market Cap	Price	Circulating Supply	Volume (24h)	% 1h	% 24h	% 7d
https:/coinmarketcap.com/historical/20200809	09 August 2020	130	SwissBorg	CHSB	$81,188,226	$0.113394	715,981,686 CHSB *	$1,037,800	-0.53%	2.37%	9.61%	
https:/coinmarketcap.com/historical/20200808	08 August 2020	131	SwissBorg	CHSB	$79,157,945	$0.110559	715,981,686 CHSB *	$754,852	0.09%	-0.57%	2.02%	
https:/coinmarketcap.com/historical/20200807	07 August 2020	125	SwissBorg	CHSB	$80,776,075	$0.112819	715,981,686 CHSB *	$748,244	2.04%	3.34%	2.83%	
https:/coinmarketcap.com/historical/20200806	06 August 2020	128	SwissBorg	CHSB	$78,399,304	$0.109499	715,981,686 CHSB *	$871,036	0.96%	0.22%	1.04%	
https:/coinmarketcap.com/historical/20200805	05 August 2020	126	SwissBorg	CHSB	$78,394,481	$0.109492	715,981,686 CHSB *	$670,224	0.46%	1.54%	-1.06%	
https:/coinmarketcap.com/historical/20200804	04 August 2020	127	SwissBorg	CHSB	$77,285,374	$0.107943	715,981,686 CHSB *	$921,238	-0.28%	-0.93%	-2.52%	
