url	title	row	#	Name	Symbol	Market Cap	Price	Circulating Supply	Volume (24h)	\% 1h	\% 24h	\% 7d
https://coinmarketcap.com/historical/20200426	25 April 2020	256	SwissBorg	CHSB	$13,712,649	$0.019473	704,203,768 CHSB *	$81,232	0.44%	2.37%	-15.58%	
