url	title	row	#	Name	Symbol	Market	Cap	Price	Circulating Supply	Volume (24h)	\% 1h	\% 24h	\% 7d
https://coinmarketcap.com/historical/20191215	14 December 2019	386	SwissBorg	CHSB	$5,415,721	$0.007924	683,427,924 CHSB *	$36,265	0.01%	4.56%	2.22%	
