url	title	row	#	Name	Symbol	Market Cap	Price	Circulating Supply	Volume (24h)	% 1h	% 24h	% 7d
https:/coinmarketcap.com/historical/20200820	20 August 2020	146	SwissBorg	CHSB	$80,783,827	$0.112829	715,981,686 CHSB *	$876,161	0.55%	3.50%	-3.77%	
https:/coinmarketcap.com/historical/20200819	19 August 2020	146	SwissBorg	CHSB	$77,984,308	$0.108919	715,981,686 CHSB *	$800,787	0.34%	-1.77%	-10.19%	
https:/coinmarketcap.com/historical/20200818	18 August 2020	148	SwissBorg	CHSB	$79,057,694	$0.110419	715,981,686 CHSB *	$1,025,457	-0.62%	-4.49%	-9.36%	
https:/coinmarketcap.com/historical/20200817	17 August 2020	145	SwissBorg	CHSB	$82,229,557	$0.114849	715,981,686 CHSB *	$665,037	-1.01%	-0.04%	-13.76%	
https:/coinmarketcap.com/historical/20200816	16 August 2020	142	SwissBorg	CHSB	$82,368,417	$0.115043	715,981,686 CHSB *	$702,659	-0.30%	0.65%	-0.55%	
