url	title	row	#	Name	Symbol	Market Cap	Price	Circulating Supply	Volume (24h)	\% 1h	\% 24h	\% 7d
https://coinmarketcap.com/historical/20191208	07 December 2019	392	SwissBorg	CHSB	$5,292,603	$0.007746	683,266,564 CHSB *	$32,641	-0.21%	0.58%	-1.71%	
